id,Regdex,Natdex,Pokemon,Type,Type2,NatdexSimp,PokemonImgLink,PokedexEntry
340,#128,#340,Whiscash,Water,Ground,340,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/340.png?raw=true,"Mysteriously, it can foretell earthquakes. In the daytime, it sleeps in mud at the bottom of a pond. When it awakens, it continually feeds throughout the night."
341,#129,#341,Corphish,Water,Water,341,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/341.png?raw=true,"No matter how dirty the water in the river, it will adapt and thrive. It has a strong will to survive."
342,#130,#342,Crawdaunt,Water,Dark,342,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/342.png?raw=true,A rough customer that wildly flails its giant claws. It is said to be extremely hard to raise.
343,#131,#343,Baltoy,Ground,Psychic,343,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/343.png?raw=true,"As soon as it spots others of its kind, Baltoy congregates with them and then begins crying noisily in unison. This Pokémon sleeps while cleverly balancing itself on its one foot."
344,#132,#344,Claydol,Ground,Psychic,344,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/344.png?raw=true,It is said that it originates from clay dolls made by an ancient civilization.
345,#133,#345,Lileep,Rock,Grass,345,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/345.png?raw=true,It lived on the seafloor 100 million years ago and was reanimated scientifically.
346,#134,#346,Cradily,Rock,Grass,346,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/346.png?raw=true,"Cradily’s body serves as an anchor, preventing it from being washed away in rough seas.This Pokémon secretes a strong digestive fluid from its tentacles."
347,#135,#347,Anorith,Rock,Bug,347,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/347.png?raw=true,"This is one kind of primeval bug Pokémon. With eight wings, it could apparently swim a lot faster than you’d expect."
348,#136,#348,Armaldo,Rock,Bug,348,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/348.png?raw=true,"Though it lives on land, it’s also a good swimmer. It dives into the ocean in search of prey, using its sharp claws to take down its quarry."
349,#140,#349,Feebas,Water,Water,349,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/349.png?raw=true,"It is a shabby and ugly Pokémon. However, it is very hardy and can survive on little water."
350,#141,#350,Milotic,Water,Water,350,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/350.png?raw=true,"Milotic live at the bottom of large lakes. When this Pokémon’s body glows a vivid pink, it releases a pulsing wave of energy that brings soothing calm to troubled hearts."
351,#142,#351,Castform,Normal,Normal,351,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/351.png?raw=true,"This Pokémon can change its cells, taking different forms based on the temperature and humidity."
352,#145,#352,Kecleon,Normal,Normal,352,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/352.png?raw=true,"Kecleon alters its body coloration to blend in with its surroundings, allowing it to sneak up on its prey unnoticed. Then it lashes out with its long, stretchy tongue to instantly ensnare the unsuspecting target."
353,#146,#353,Shuppet,Ghost,Ghost,353,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/353.png?raw=true,It loves vengeful emotions and hangs in rows under the eaves of houses where vengeful people live.
354,#147,#354,Banette,Ghost,Ghost,354,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/354.png?raw=true,"It’s a stuffed toy that was thrown away and became possessed, ever searching for the one who threw it away so it can exact its revenge."
355,#148,#355,Duskull,Ghost,Ghost,355,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/355.png?raw=true,"Duskull can pass through any wall no matter how thick it may be. Once this Pokémon chooses a target, it will doggedly pursue the intended victim until the break of dawn."
356,#149,#356,Dusclops,Ghost,Ghost,356,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/356.png?raw=true,It seeks drifting will-o’-the-wisps and sucks them into its empty body. What happens inside is a mystery.
357,#150,#357,Tropius,Grass,Flying,357,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/357.png?raw=true,"It flies by flapping its broad leaves. The bunch of fruit that grows around its neck is deliciously sweet. In the spring, it scatters pollen from its neck."
358,#151,#358,Chimecho,Psychic,Psychic,358,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/358.png?raw=true,"To knock foes flying, it makes the air shudder with its cries. It converses using seven cries."
359,#152,#359,Absol,Dark,Dark,359,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/359.png?raw=true,"It appears when it senses an impending natural disaster. As a result, it was mistaken as a doom bringer."
360,#160,#360,Wynaut,Psychic,Psychic,360,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/360.png?raw=true,It tends to move in a pack with others. They cluster in a tight group to sleep in a cave.
361,#171,#361,Snorunt,Ice,Ice,361,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/361.png?raw=true,"It can only survive in cold areas. It bounces happily around, even in environments as cold as −150 degrees Fahrenheit."
362,#172,#362,Glalie,Ice,Ice,362,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/362.png?raw=true,"It covers its body with an armor of ice harder than steel. Uses its breath to freeze prey, which it then devours as if they were frozen desserts."
363,#173,#363,Spheal,Ice,Water,363,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/363.png?raw=true,Its body is covered in fluffy fur. The fur keeps it from feeling cold while it is rolling on ice.
364,#174,#364,Sealeo,Ice,Water,364,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/364.png?raw=true,"It habitually spins things on its nose. By doing so, it learns textures and odors."
365,#175,#365,Walrein,Ice,Water,365,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/365.png?raw=true,"It shatters ice with its big tusks. Its thick blubber repels not only the cold, but also enemy attacks."
366,#176,#366,Clamperl,Water,Water,366,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/366.png?raw=true,It makes a single pearl during its lifetime. The pearl is said to amplify psychic power.
367,#177,#367,Huntail,Water,Water,367,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/367.png?raw=true,It lives deep in the sea where no light ever filters down. It lights up its small fishlike tail to attract prey.
368,#178,#368,Gorebyss,Water,Water,368,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/368.png?raw=true,"Its swimming form is exquisitely elegant. With its thin mouth, it feeds on seaweed that grows between rocks."
369,#179,#369,Relicanth,Water,Rock,369,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/369.png?raw=true,A rare Pokémon discovered during a deep-sea exploration. It has not changed in over 100 million years.
370,#183,#370,Luvdisc,Water,Water,370,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/370.png?raw=true,Luvdisc makes its home in coral reefs in warm seas. It especially likes sleeping in the space between Corsola’s branches.
371,#187,#371,Bagon,Dragon,Dragon,371,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/371.png?raw=true,Its well-developed neck muscles and iron-like head can smash boulders into pieces.
372,#188,#372,Shelgon,Dragon,Dragon,372,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/372.png?raw=true,"Within its rugged shell, its cells have begun changing. The shell peels off the instant it evolves."
373,#189,#373,Salamence,Dragon,Flying,373,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/373.png?raw=true,"Salamence came about as a result of a strong, long-held dream of growing wings. It is said that this powerfuldesire triggered a sudden mutation in this Pokémon’s cells, causing it to sprout its magnificent wings."
374,#190,#374,Beldum,Steel,Psychic,374,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/374.png?raw=true,"Beldum keeps itself floating by generating a magnetic force that repels earth’s natural magnetism.When it sleeps, this Pokémon anchors itself to a cliff using the hooks on its rear."
375,#191,#375,Metang,Steel,Psychic,375,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/375.png?raw=true,It is formed by two BELDUM joining together. Its steel body won’t be scratched if it collides with a jet.
376,#192,#376,Metagross,Steel,Psychic,376,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/376.png?raw=true,It is formed by two METANG fusing. Its four brains are said to be superior to a supercomputer.
377,#193,#377,Regirock,Rock,Rock,377,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/377.png?raw=true,The same rocks that form its body have been found in ground layers around the world.
378,#194,#378,Regice,Ice,Ice,378,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/378.png?raw=true,"Regice’s body was made during an ice age. The deep-frozen body can’t be melted, even by fire.This Pokémon controls frigid air of minus 328 degrees F."
379,#195,#379,Registeel,Steel,Steel,379,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/379.png?raw=true,"Tempered by pressure underground over tens of thousands of years, its body cannot be scratched."
380,#196,#380,Latias,Dragon,Psychic,380,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/380.png?raw=true,Latias is highly intelligent and capable of understanding human speech. It is covered with a glass-like down. The Pokémon enfolds its body with its down and refracts light to alter its appearance.
381,#197,#381,Latios,Dragon,Psychic,381,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/381.png?raw=true,"A highly intelligent Pokémon. By folding back its wings in flight, it can overtake jet planes."
382,#198,#382,Kyogre,Water,Water,382,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/382.png?raw=true,It is said to have widened the seas by causing downpours. It had been asleep in a marine trench.
383,#199,#383,Groudon,Ground,Ground,383,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/383.png?raw=true,It had been asleep in underground magma ever since it fiercely fought KYOGRE long ago.
384,#200,#384,Rayquaza,Dragon,Flying,384,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/384.png?raw=true,It lives in the ozone layer far above the clouds and cannot be seen from the ground.
385,#201,#385,Jirachi,Steel,Psychic,385,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/385.png?raw=true,It is said to have the ability to grant any wish for just one week every thousand years.
386,#202,#386,Deoxys,Psychic,Psychic,386,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/386.png?raw=true,An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokémon.
387,#001,#387,Turtwig,Grass,Grass,387,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/387.png?raw=true,"The shell on its back is made of soil. On a very healthy Turtwig, the shell should feel moist."
388,#002,#388,Grotle,Grass,Grass,388,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/388.png?raw=true,"It lives along water in forests. In the daytime, it leaves the forest to sunbathe its treed shell."
